"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","St Ives","Oscars ChargrillSt Ives Shopping Village, 166 Mona Vale Road","5:20pm to 5:45pm on Monday 12 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Jamisontown","Penrith Pies and Pastries69 York Road","11:50am to 12:20pm on Friday 9 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Greenacre","Shell Coles Express Roberts Road West74 Roberts Road","6:10am to 6:40am on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Blacktown","Subway BlacktownLevel 1 Westpoint Blacktown, 17 Patrick Street","12:20pm to 12:35pm on Monday 12 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Smithfield","Sydney Tools Smithfield45 Victoria Street","12pm to 1:35pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Penrith","Trim's Fresh PenrithWestfield Penrith Plaza, 585 High Street","12:30pm to 1:30pm on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Penrith","Westfield Penrith Plaza, Ground floor food court585 High Street","12:30pm to 1:30pm on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Frenchs Forest","Woolworths Frenchs Forest5 Forest Way","1:30pm to 2:15pm on Sunday 11 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Granville","Woolworths Granville6 Louis Street","6:15pm to 7pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Penrith","Woolworths PenrithWestfield Penrith Plaza, 585 High Street","12:30pm to 1:30pm on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Punchbowl","Woolworths Punchbowl1/9 The Boulevarde","9:30am to 9:45am on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"13/07/2021","Monitor for symptoms.","Chippendale","Central Park Mall28 Broadway","2:30pm to 3:15pm on Thursday 8 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
